0.17423892,0.409866095,0.235627174,0.133839607,0.17165947,0.037819862,0.156983852,0.120599031,-0.036384821,0.111542702,0.390014648,0.278471947,0.134937048,0.264941216,0.130004168,0.144749641,0.115824223,-0.028925419,0.120439529,0.104091883,-0.016347647,0.137544394,0.091720819,-0.045823574,0.099726439,0.099141836,-0.000584602,0.120912313,0.135934353,0.015022039,0.163507938,andy
0.145289183,0.15485096,0.009561777,0.131217241,0.129134417,-0.002082825,0.130980015,0.092215776,-0.038764238,0.118131399,0.191068172,0.072936773,0.164664745,0.306796551,0.142131805,0.145191669,0.127394676,-0.017796993,0.132025957,0.117956638,-0.014069319,0.16486454,0.11158371,-0.05328083,0.101935148,0.023677588,-0.078257561,0.140863419,0.192325354,0.051461935,0.156958342,andy
0.122265816,0.136320829,0.014055014,0.114905357,0.125307798,0.010402441,0.144331932,0.098219872,-0.046112061,0.112350702,0.198390484,0.086039782,0.121757746,0.229242563,0.107484818,0.142622709,0.143437147,0.000814438,0.120014906,0.097180367,-0.022834539,0.145501375,0.095981598,-0.049519777,0.121048927,0.091485739,-0.029563189,0.111422062,0.145751238,0.034329176,0.169303894,andy
0.121074677,0.132561922,0.011487246,0.134812593,0.132049322,-0.002763271,0.135680914,0.079597235,-0.056083679,0.10260725,0.203487396,0.100880146,0.117718458,0.227769852,0.110051394,0.170991898,0.18358469,0.012592793,0.120630503,0.127892971,0.007262468,0.135071516,0.089715481,-0.045356035,0.117885351,0.089209318,-0.028676033,0.098095179,0.139068842,0.040973663,0.168298244,andy
0.141361237,0.12472105,-0.016640186,0.09826827,0.149003029,0.050734758,0.128713369,0.102436066,-0.026277304,0.10137105,0.220776796,0.119405746,0.112453699,0.242916822,0.130463123,0.14462471,0.142355442,-0.002269268,0.120051622,0.152262211,0.032210588,0.121480465,0.078897476,-0.042582989,0.108606815,0.049434662,-0.059172153,0.131347895,0.156398296,0.025050402,0.170111895,andy
0.125040531,0.180639029,0.055598497,0.123838186,0.110144615,-0.013693571,0.120934486,0.682650089,0.561715603,0.149286985,0.320861578,0.171574593,0.143963337,0.293092012,0.149128675,0.11883235,0.145989418,0.027157068,0.107753277,0.105996132,-0.001757145,0.135347128,0.088248014,-0.047099113,0.115832567,0.190220833,0.074388266,0.095863342,0.17191267,0.076049328,0.103965521,chris
0.097070694,0.847854853,0.750784159,0.166439056,0.110288382,-0.056150675,0.125893354,0.176889181,0.050995827,0.132549524,0.282838821,0.150289297,0.124449015,0.275127411,0.150678396,0.12427187,0.151449919,0.027178049,0.102107286,0.087602377,-0.01450491,0.147731781,0.108490467,-0.039241314,0.109651566,0.191567898,0.081916332,0.079848528,0.156318903,0.076470375,0.082014799,chris
0.099988461,0.177524567,0.077536106,0.14422965,0.08219862,-0.062031031,0.110931158,0.115798473,0.004867315,0.124435425,0.353275776,0.228840351,0.138875246,0.353345156,0.21446991,0.134650946,0.15176487,0.017113924,0.110539913,0.106966972,-0.003572941,0.159060717,0.108782053,-0.050278664,0.10929513,0.205393553,0.096098423,0.117295504,0.201708555,0.084413052,0.085886002,chris
0.121134281,0.166413307,0.045279026,0.158740759,0.121890306,-0.036850452,0.103925467,0.093985319,-0.009940147,0.115986824,0.286022663,0.170035839,0.134569883,0.297945499,0.163375616,0.140816689,0.160372257,0.019555569,0.111175776,0.105681419,-0.005494356,0.166750431,0.101734877,-0.065015554,0.127053976,0.311610937,0.184556961,0.143985987,0.484780788,0.340794802,0.096624374,chris
0.117952585,0.142628908,0.024676323,0.138797045,0.126909256,-0.011887789,0.11519289,0.082018614,-0.033174276,0.117043972,0.223376036,0.106332064,0.129361391,0.276586771,0.14722538,0.133338928,0.167204142,0.033865213,0.111742973,0.106967211,-0.004775763,0.166831493,0.116271496,-0.050559998,0.120511293,0.226550341,0.106039047,0.094434977,0.166418076,0.071983099,0.087484837,chris
0.154714108,0.133664846,-0.021049261,0.160370111,0.217381239,0.057011127,0.122959137,0.149034262,0.026075125,0.175243139,0.813733339,0.6384902,0.129987478,2.608418703,2.478431225,0.173763752,0.470815659,0.297051907,0.174821377,0.616008759,0.441187382,0.177134514,0.196572304,0.01943779,0.151893139,0.292361736,0.140468597,0.119672775,0.643204212,0.523531437,0.194639444,azfar
0.141228676,0.401335001,0.260106325,0.152706385,0.354335546,0.201629162,0.140254736,0.228191376,0.08793664,0.163109541,0.611652374,0.448542833,0.125260115,0.342293501,0.217033386,0.191968918,0.407248259,0.215279341,0.180033445,0.531782866,0.35174942,0.191145897,0.284097672,0.092951775,0.155332804,0.293817282,0.138484478,0.109700441,0.22805357,0.118353128,0.133923054,azfar
0.143572807,0.188943863,0.045371056,0.150616646,0.211564302,0.060947657,0.131360054,0.150725126,0.019365072,0.166514397,0.375014305,0.208499908,0.137060165,0.39643383,0.259373665,0.197299957,0.60369277,0.406392813,0.168639421,0.23181653,0.063177109,0.170248747,0.221025944,0.050777197,0.141874552,0.377843857,0.235969305,0.144637108,0.281618357,0.136981249,0.137411118,azfar
0.150000572,0.215954304,0.065953732,0.166584969,0.206493855,0.039908886,0.152301788,0.156559229,0.004257441,0.134193182,0.34973073,0.215537548,0.155497789,0.423948765,0.268450975,0.213787317,0.661429405,0.447642088,0.16708231,0.286544323,0.119462013,0.1797328,0.236342669,0.056609869,0.13394618,0.281108379,0.147162199,0.145061731,0.371104956,0.226043224,0.120234489,azfar
0.160884857,0.235334635,0.074449778,0.156148911,0.208441019,0.052292109,0.12869072,0.107702494,-0.020988226,0.171591759,0.362969875,0.191378117,0.165439606,0.481080532,0.315640926,0.197106123,0.557220697,0.360114574,0.175650835,0.377600431,0.201949596,0.171169996,0.190309286,0.01913929,0.156671524,0.307950735,0.151279211,0.154867411,0.611942053,0.457074642,0.130241394,azfar
0.097070694,0.847854853,0.750784159,0.166439056,0.110288382,-0.056150675,0.125893354,0.176889181,0.050995827,0.132549524,0.282838821,0.150289297,0.124449015,0.275127411,0.150678396,0.12427187,0.151449919,0.027178049,0.102107286,0.087602377,-0.01450491,0.147731781,0.108490467,-0.039241314,0.109651566,0.191567898,0.081916332,0.079848528,0.156318903,0.076470375,0.082014799,andy
0.099988461,0.177524567,0.077536106,0.14422965,0.08219862,-0.062031031,0.110931158,0.115798473,0.004867315,0.124435425,0.353275776,0.228840351,0.138875246,0.353345156,0.21446991,0.134650946,0.15176487,0.017113924,0.110539913,0.106966972,-0.003572941,0.159060717,0.108782053,-0.050278664,0.10929513,0.205393553,0.096098423,0.117295504,0.201708555,0.084413052,0.085886002,azfar
